fail_rate,fail_rate_ci_high,fail_rate_ci_low,mean_steps,num_trials,perception,safe_rate,safe_rate_ci_high,safe_rate_ci_low,selector,shield,stuck_rate,stuck_rate_ci_high,stuck_rate_ci_low
0.1,0.4450161170281954,0.0025285785444617848,18.2,10,uniform,0.9,0.9974714214555382,0.5549838829718047,random,none,0.0,0.3084971078187607,0.0
0.0,0.3084971078187607,0.0,18.6,10,uniform,0.9,0.9974714214555382,0.5549838829718047,random,observation,0.1,0.4450161170281954,0.0025285785444617848
0.0,0.3084971078187607,0.0,18.0,10,uniform,0.9,0.9974714214555382,0.5549838829718047,random,single_belief,0.1,0.4450161170281954,0.0025285785444617848
0.1,0.4450161170281954,0.0025285785444617848,19.1,10,uniform,0.9,0.9974714214555382,0.5549838829718047,best,none,0.0,0.3084971078187607,0.0
0.0,0.3084971078187607,0.0,16.3,10,uniform,0.7,0.9332604888222655,0.3475471499400027,best,observation,0.3,0.6524528500599973,0.06673951117773447
0.0,0.3084971078187607,0.0,12.1,10,uniform,0.6,0.8784477418801728,0.26237807660694507,best,single_belief,0.4,0.7376219233930549,0.12155225811982719
0.0,0.3084971078187607,0.0,20.0,10,uniform,1.0,1.0,0.6915028921812392,rl,none,0.0,0.3084971078187607,0.0
0.0,0.3084971078187607,0.0,14.0,10,uniform,0.6,0.8784477418801728,0.26237807660694507,rl,observation,0.4,0.7376219233930549,0.12155225811982719
0.0,0.3084971078187607,0.0,14.1,10,uniform,0.7,0.9332604888222655,0.3475471499400027,rl,single_belief,0.3,0.6524528500599973,0.06673951117773447
0.0,0.3084971078187607,0.0,20.0,10,adversarial_opt,1.0,1.0,0.6915028921812392,random,none,0.0,0.3084971078187607,0.0
0.0,0.3084971078187607,0.0,10.6,10,adversarial_opt,0.4,0.7376219233930549,0.12155225811982719,random,observation,0.6,0.8784477418801728,0.26237807660694507
0.0,0.3084971078187607,0.0,18.0,10,adversarial_opt,0.9,0.9974714214555382,0.5549838829718047,random,single_belief,0.1,0.4450161170281954,0.0025285785444617848
0.0,0.3084971078187607,0.0,20.0,10,adversarial_opt,1.0,1.0,0.6915028921812392,best,none,0.0,0.3084971078187607,0.0
0.0,0.3084971078187607,0.0,10.9,10,adversarial_opt,0.5,0.8129139715526015,0.18708602844739855,best,observation,0.5,0.8129139715526015,0.18708602844739855
0.0,0.3084971078187607,0.0,18.0,10,adversarial_opt,0.9,0.9974714214555382,0.5549838829718047,best,single_belief,0.1,0.4450161170281954,0.0025285785444617848
0.1,0.4450161170281954,0.0025285785444617848,18.0,10,adversarial_opt,0.9,0.9974714214555382,0.5549838829718047,rl,none,0.0,0.3084971078187607,0.0
0.1,0.4450161170281954,0.0025285785444617848,17.5,10,adversarial_opt,0.8,0.9747892736731666,0.4439045376923585,rl,observation,0.1,0.4450161170281954,0.0025285785444617848
0.1,0.4450161170281954,0.0025285785444617848,18.0,10,adversarial_opt,0.9,0.9974714214555382,0.5549838829718047,rl,single_belief,0.0,0.3084971078187607,0.0
