fail_rate,fail_rate_ci_high,fail_rate_ci_low,mean_steps,num_trials,perception,safe_rate,safe_rate_ci_high,safe_rate_ci_low,selector,shield,stuck_rate,stuck_rate_ci_high,stuck_rate_ci_low
1.0,1.0,0.8842966917779722,2.7666666666666666,30,uniform,0.0,0.11570330822202778,0.0,random,none,0.0,0.11570330822202778,0.0
0.9,0.9788828629702774,0.7347115495257919,6.666666666666667,30,uniform,0.1,0.2652884504742081,0.02111713702972257,random,observation,0.0,0.11570330822202778,0.0
0.8333333333333334,0.9435783035319285,0.6527883011658562,7.366666666666666,30,uniform,0.16666666666666666,0.34721169883414377,0.056421696468071485,random,single_belief,0.0,0.11570330822202778,0.0
0.6333333333333333,0.8007013749879655,0.43855984901195755,6.1,30,uniform,0.23333333333333334,0.4228365229782195,0.09933786495801974,random,envelope,0.13333333333333333,0.30721835027612676,0.037553496338363315
1.0,1.0,0.8842966917779722,3.5,30,uniform,0.0,0.11570330822202778,0.0,best,none,0.0,0.11570330822202778,0.0
1.0,1.0,0.8842966917779722,4.633333333333334,30,uniform,0.0,0.11570330822202778,0.0,best,observation,0.0,0.11570330822202778,0.0
0.5333333333333333,0.7165819208164629,0.3432552381607341,11.766666666666667,30,uniform,0.4666666666666667,0.6567447618392659,0.283418079183537,best,single_belief,0.0,0.11570330822202778,0.0
0.4666666666666667,0.6567447618392659,0.283418079183537,9.033333333333333,30,uniform,0.23333333333333334,0.4228365229782195,0.09933786495801974,best,envelope,0.3,0.4939590414625536,0.14734518475470101
0.7333333333333333,0.8772051901276452,0.5411063486052486,10.833333333333334,30,uniform,0.26666666666666666,0.45889365139475125,0.1227948098723548,rl,none,0.0,0.11570330822202778,0.0
0.8333333333333334,0.9435783035319285,0.6527883011658562,10.4,30,uniform,0.16666666666666666,0.34721169883414377,0.056421696468071485,rl,observation,0.0,0.11570330822202778,0.0
0.7,0.8526548152452988,0.5060409585374464,10.266666666666667,30,uniform,0.3,0.4939590414625536,0.14734518475470101,rl,single_belief,0.0,0.11570330822202778,0.0
0.36666666666666664,0.5614401509880425,0.19929862501203444,11.533333333333333,30,uniform,0.43333333333333335,0.6257265493907793,0.254607549903263,rl,envelope,0.2,0.3856665109966071,0.07713551200106561
1.0,1.0,0.8842966917779722,2.8666666666666667,30,adversarial_opt,0.0,0.11570330822202778,0.0,random,none,0.0,0.11570330822202778,0.0
0.8666666666666667,0.9624465036616366,0.6927816497238732,7.9,30,adversarial_opt,0.13333333333333333,0.30721835027612676,0.037553496338363315,random,observation,0.0,0.11570330822202778,0.0
0.6,0.7734423511714064,0.4060349300518187,10.033333333333333,30,adversarial_opt,0.4,0.5939650699481813,0.22655764882859367,random,single_belief,0.0,0.11570330822202778,0.0
0.5666666666666667,0.745392450096737,0.37427345060922074,10.466666666666667,30,adversarial_opt,0.4,0.5939650699481813,0.22655764882859367,random,envelope,0.03333333333333333,0.17216945563341265,0.0008435709266304788
1.0,1.0,0.8842966917779722,2.566666666666667,30,adversarial_opt,0.0,0.11570330822202778,0.0,best,none,0.0,0.11570330822202778,0.0
0.9666666666666667,0.9991564290733695,0.8278305443665873,5.533333333333333,30,adversarial_opt,0.03333333333333333,0.17216945563341265,0.0008435709266304788,best,observation,0.0,0.11570330822202778,0.0
0.6333333333333333,0.8007013749879655,0.43855984901195755,10.033333333333333,30,adversarial_opt,0.36666666666666664,0.5614401509880425,0.19929862501203444,best,single_belief,0.0,0.11570330822202778,0.0
0.43333333333333335,0.6257265493907793,0.254607549903263,8.233333333333333,30,adversarial_opt,0.2,0.3856665109966071,0.07713551200106561,best,envelope,0.36666666666666664,0.5614401509880425,0.19929862501203444
0.9333333333333333,0.9918218655393437,0.7792645984770381,7.133333333333334,30,adversarial_opt,0.06666666666666667,0.22073540152296187,0.008178134460656307,rl,none,0.0,0.11570330822202778,0.0
0.6,0.7734423511714064,0.4060349300518187,12.466666666666667,30,adversarial_opt,0.4,0.5939650699481813,0.22655764882859367,rl,observation,0.0,0.11570330822202778,0.0
0.5666666666666667,0.745392450096737,0.37427345060922074,10.966666666666667,30,adversarial_opt,0.43333333333333335,0.6257265493907793,0.254607549903263,rl,single_belief,0.0,0.11570330822202778,0.0
0.5,0.6870297141319726,0.31297028586802744,11.266666666666667,30,adversarial_opt,0.4,0.5939650699481813,0.22655764882859367,rl,envelope,0.1,0.2652884504742081,0.02111713702972257
